OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1232470,Grand Street,Elizabeth St,New York County,L,27.71850163
1232493,Grand Street,Baxter St,New York County,L,31.40905155
1232514,Grand Street,Mercer St,New York County,,40.65254309
1232518,Grand Street,Greene St,New York County,L,40.3381269
1232529,Grand Street,Greene St,New York County,L,40.3381269
1232549,Broome Street,Greene St,New York County,R,39.84991766
1232556,Greenwich Street,Hubert St,New York County,R,-86.18592517
1232559,Greenwich Street,Beach St,New York County,R,-84.80557109
1232560,Greenwich Street,N Moore St,New York County,R,-83.74096369
1232562,Greenwich Street,Franklin St,New York County,R,-84.77180812
1232563,Greenwich Street,Franklin St,New York County,R,-84.77180812
1232567,Greenwich Street,Harrison St,New York County,R,-84.70991879
1232568,Greenwich Street,Harrison St,New York County,R,-84.70991879
1232571,Greenwich Street,Jay St,New York County,R,-82.25965884
1232572,Greenwich Street,Jay St,New York County,,-82.25965884
1232574,Greenwich Street,Duane St,New York County,R,-83.77417093
1232575,Greenwich Street,Duane St,New York County,R,-83.77417093
1232576,Greenwich Street,Duane St,New York County,R,-83.77417093
1232577,Greenwich Street,Duane St,New York County,R,-83.77417093
1232578,Greenwich Street,Duane St,New York County,R,-83.77417093
1232579,Greenwich Street,Duane St,New York County,R,-83.77417093
1232581,Greenwich Street,Reade St,New York County,R,-66.03751103
1232582,Greenwich Street,Reade St,New York County,R,-66.03751103
1232583,Greenwich Street,Reade St,New York County,R,-66.03751103
1232588,Greenwich Street,Laight St,New York County,R,-85.16958004
1232596,Greenwich Street,Vestry St,New York County,,-84.21760768
1232597,Greenwich Street,Vestry St,New York County,L,-84.21760768
1232600,Greenwich Street,Laight St,New York County,L,-84.21760768
1232604,Greenwich Street,N Moore St,New York County,L,-84.46136247
1232613,Greenwich Street,Harrison St,New York County,L,-82.87498365
1232615,Greenwich Street,,New York County,L,68.45902408
1232644,Hudson Street,Broome St,New York County,R,-84.14398642
1232645,Hudson Street,Dominick St,New York County,R,-84.19327309
1232646,Hudson Street,Dominick St,New York County,R,-84.19327309
1232647,Hudson Street,Dominick St,New York County,R,-84.19327309
1232648,Hudson Street,Vandam St,New York County,R,-84.63436907
1232649,Hudson Street,Spring St,New York County,R,-84.41275604
1232650,Hudson Street,Vandam St,New York County,R,-84.63436907
1232651,Canal Street,Hudson St,New York County,R,8.880659149
1232653,Hudson Street,Holland Tunnel,New York County,L,-67.02484594
1232654,Hudson Street,Holland Tunnel,New York County,L,-67.02484594
1232656,Hudson Street,Vandam St,New York County,L,-84.63226315
1232657,Hudson Street,Vandam St,New York County,L,-84.63226315
1232659,Hudson Street,Charlton St,New York County,L,-84.66784112
1232660,Hudson Street,Spring St,New York County,,-85.42607874
1232661,Hudson Street,Charlton St,New York County,R,-84.2256741
1232663,Hudson Street,Harrison St,New York County,L,-83.65980826
1232664,Canal Street,Holland Tunnel,New York County,L,-53.80679269
1232666,Hudson Street,Vestry St,New York County,,-80.16643604
1232668,Hudson Street,Vestry St,New York County,R,-80.16643604
1232671,Hudson Street,Laight St,New York County,L,-85.60129466
1232672,Hudson Street,Vestry St,New York County,R,-80.16643604
1232677,Hudson Street,Beach St,New York County,R,-84.32697786
1232679,Hudson Street,N Moore St,New York County,R,-84.6636799
1232680,Hudson Street,N Moore St,New York County,L,-83.74096369
1232684,Hudson Street,N Moore St,New York County,R,-84.6636799
1232686,Hudson Street,Franklin St,New York County,R,-84.41275604
1232690,Hudson Street,Leonard St,New York County,R,-66.80140949
1232691,Hudson Street,Leonard St,New York County,R,-66.80140949
1232695,Hudson Street,Jay St,New York County,L,-84.89783475
1232696,Hudson Street,Jay St,New York County,L,-84.89783475
1232697,Hudson Street,Jay St,New York County,,-84.89783475
1232698,Hudson Street,Thomas St,New York County,R,-65.68069139
1232699,Hudson Street,Thomas St,New York County,R,-65.68069139
1232703,Hudson Street,Duane St,New York County,R,-65.37643521
1232705,Hudson Street,Hubert St,New York County,L,-84.93638315
1232710,Hudson Street,Hubert St,New York County,L,-84.93638315
1232736,Grand Street,Mercer St,New York County,L,40.65254309
1232737,Mercer Street,Grand St,New York County,,-63.43494882
1232764,Varick Street,Spring St,New York County,L,-84.41275604
1232769,Varick Street,Broome St,New York County,L,-84.69907348
1232772,Varick Street,Charlton St,New York County,R,-85.00625601
1232776,Varick Street,Spring St,New York County,R,-84.80557109
1232780,Varick Street,Watts St,New York County,R,-85.42607874
1232783,Varick Street,Grand St,New York County,R,-86.0090869
1232784,Varick Street,Grand St,New York County,R,-86.0090869
1232788,Varick Street,Spring St,New York County,L,-84.41275604
1232791,Spring Street,Holland Tunnel,New York County,,-67.02484594
1232792,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232793,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232794,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232795,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232796,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232797,Spring Street,Holland Tunnel,New York County,L,-67.02484594
1232798,Greenwich Street,Holland Tunnel,New York County,R,-67.02484594
1232799,Greenwich Street,Holland Tunnel,New York County,L,-85.81508387
1232800,Spring Street,Holland Tunnel,New York County,L,-85.81508387
1232801,Spring Street,Holland Tunnel,New York County,L,-85.81508387
1232802,Spring Street,Holland Tunnel,New York County,L,-85.81508387
1232803,Spring Street,Holland Tunnel,New York County,L,-85.81508387
1232804,SixthAvenue,Spring St,New York County,L,-84.50767544
1232810,Hudson Street,Spring St,New York County,,-84.41275604
1232816,West Broadway,Reade St,New York County,,-65.79072527
1232819,West Broadway,Duane St,New York County,L,-65.37643521
1232820,West Broadway,Reade St,New York County,R,-65.79072527
1232824,West Broadway,Duane St,New York County,R,-65.25325179
1232825,West Broadway,Duane St,New York County,R,-65.25325179
1232826,West Broadway,Duane St,New York County,L,-65.37643521
1232827,West Broadway,Duane St,New York County,L,-65.37643521
1232832,West Broadway,Thomas St,New York County,L,-65.68069139
1232833,West Broadway,Thomas St,New York County,L,-65.68069139
1232835,West Broadway,Worth St,New York County,L,-66.86053824
1232836,West Broadway,Thomas St,New York County,L,-65.68069139
1232837,West Broadway,Thomas St,New York County,R,-64.88516511
1232839,West Broadway,,New York County,,-64.98310652
1232840,West Broadway,Worth St,New York County,,-65.62353138
1232842,West Broadway,Leonard St,New York County,L,-66.80140949
1232845,West Broadway,Leonard St,New York County,R,-65.25325179
1232850,West Broadway,Franklin St,New York County,L,-84.28940686
1232851,West Broadway,White St,New York County,R,-65.55604522
1232854,West Broadway,White St,New York County,R,-65.55604522
1232858,West Broadway,N Moore St,New York County,L,-84.09385889
1232863,West Broadway,Beach St,New York County,L,-65.55604522
1232864,West Broadway,Walker St,New York County,R,-65.77225468
1232884,West Broadway,Grand St,New York County,R,-63.71173788
1232885,West Broadway,Grand St,New York County,L,-64.47030201
1232899,Broome Street,Watts St,New York County,L,-80.27242144
1232900,Broome Street,W Broadway,New York County,R,40.25706513
1232905,West Broadway,,New York County,L,-64.98310652
1232909,West Broadway,Franklin St,New York County,R,-65.16483244
1232918,Grand Street,Wooster St,New York County,L,41.29157184
1232932,Wooster Street,Broome St,New York County,L,-62.89187713
1232933,Wooster Street,Broome St,New York County,,-62.89187713
1232942,Thirteenth Street,Washington St,New York County,L,37.30394828
1233049,Eleventh Avenue,W 42nd St,New York County,L,-67.20347853
1233051,Tenth Avenue,W 35th St,New York County,R,-67.28558765
1233053,Sixth Avenue,Walker St,New York County,R,-64.83212985
1233057,Orchard Street,Hester St,New York County,L,-73.30075577
1233069,Research,Madison Ave,New York County,R,35.7066914
1233070,Madison Avenue,E 52nd St,New York County,L,-66.90317808
1233071,St Nicholas Avenue,W 124th St,New York County,L,-65.85445804
1233072,St Nicholas Avenue,W 124th St,New York County,R,-67.57957256
1233081,Manhattan Avenue,W 123rd St,New York County,L,-67.35087265
1233083,St Nicholas Avenue,W 124th St,New York County,L,-65.85445804
1233087,St Nicholas Avenue,W 123rd St,New York County,R,-66.40517943
1233090,St Nicholas Avenue,W 124th St,New York County,R,-67.57957256
1233091,St Nicholas Avenue,W 124th St,New York County,R,-67.57957256
1233099,St Nicholas Avenue,W 126th St,New York County,R,-67.09423034
1233100,Tenth Avenue,W 21st St,New York County,L,-66.94869908
1233102,Tenth Avenue,W 20th St,New York County,L,-66.97450799
1233106,Seventh Avenue,W 47th St,New York County,R,-66.98524558
1233120,23rd Street,,New York County,R,37.51911382
1233121,23rd Street,,New York County,R,37.51911382
1233122,23rd Street,,New York County,R,37.51911382
1233136,23rd Street,,New York County,L,35.62790729
1233151,181st Street,Wadsworth Ave,New York County,R,36.70285503
1233236,Broadway,W 148th St,New York County,R,-67.30620505
1233237,Broadway,W 148th St,New York County,R,-67.30620505
1233238,Broadway,W 148th St,New York County,R,-67.30620505
1233245,Broadway,W 147th St,New York County,R,-67.38013505
1233246,Broadway,W 147th St,New York County,,-67.38013505
1233248,Broadway,W 146th St,New York County,R,-67.12909845
1233249,Broadway,W 146th St,New York County,R,-67.12909845
1233254,Broadway,W 145th St,New York County,R,-67.27740195
1233255,Broadway,W 145th St,New York County,R,-67.27740195
1233256,Broadway,W 145th St,New York County,R,-67.27740195
1233261,Broadway,W 144th St,New York County,R,-67.05425771
1233262,Broadway,W 144th St,New York County,R,-67.05425771
1233263,Broadway,W 139th St,New York County,R,-67.14123812
1233264,Broadway,W 139th St,New York County,R,-67.14123812
1233265,Broadway,W 139th St,New York County,R,-67.14123812
1233267,Broadway,W 138th St,New York County,R,-67.3194404
1233269,Broadway,Hamilton Pl,New York County,R,59.88626685
1233270,Broadway,Hamilton Pl,New York County,R,59.88626685
1233271,Broadway,Hamilton Pl,New York County,R,59.88626685
1233272,Broadway,Hamilton Pl,New York County,R,59.88626685
1233273,Broadway,Hamilton Pl,New York County,R,59.88626685
1233274,Broadway,Hamilton Pl,New York County,R,59.88626685
1233275,Broadway,Hamilton Pl,New York County,R,59.88626685
1233276,Broadway,W 136th St,New York County,R,-66.86053824
1233277,Broadway,W 148th St,New York County,L,-66.80140949
1233278,Broadway,W 148th St,New York County,L,-66.80140949
1233279,Broadway,W 148th St,New York County,L,-66.80140949
1233286,Broadway,W 147th St,New York County,,-67.18667789
1233287,Broadway,W 147th St,New York County,L,-67.18667789
1233288,Broadway,W 147th St,New York County,L,-67.18667789
1233289,Broadway,W 146th St,New York County,L,-66.80140949
1233304,Broadway,W 144th St,New York County,L,-67.67714162
1233305,Broadway,W 144th St,New York County,L,-67.67714162
1233308,Broadway,W 139th St,New York County,L,-66.29735405
1233309,Broadway,W 139th St,New York County,L,-66.29735405
1233317,Broadway,W 138th St,New York County,L,-70.34617594
1233323,Broadway,W 137th St,New York County,L,-66.7297898
1233324,Broadway,W 137th St,New York County,L,-66.7297898
1233330,Broadway,W 136th St,New York County,L,-67.22678439
1233331,Broadway,W 136th St,New York County,L,-67.22678439
1233334,Broadway,W 147th St,New York County,R,-67.38013505
1233335,Broadway,W 147th St,New York County,R,-67.38013505
1233338,Broadway,W 147th St,New York County,L,-67.18667789
1233346,Broadway,W 146th St,New York County,L,-66.80140949
1233347,Broadway,W 146th St,New York County,L,-66.80140949
1233349,Broadway,W 137th St,New York County,L,-66.7297898
1233357,Delancey Street,Ludlow St,New York County,L,27.38742216
1233358,Delancey Street,Ludlow St,New York County,L,27.38742216
1233365,Delancey Street,Orchard St,New York County,L,26.84050953
1233369,Delancey Street,Clinton St,New York County,R,27.28798795
1233378,Delancey Street,Suffolk St,New York County,R,27.48909653
1233385,Delancey Street,Norfolk St,New York County,R,27.1304517
1233391,Delancey Street,Essex St,New York County,R,27.50424212
1233397,Delancey Street,Ludlow St,New York County,R,27.1304517
1233398,Delancey Street,Ludlow St,New York County,R,27.1304517
1233405,Delancey Street,Orchard St,New York County,R,27.1304517
1233406,Delancey Street,Orchard St,New York County,R,27.1304517
1233409,Delancey Street,Orchard St,New York County,R,27.1304517
1233411,Dyckman Street,Nagle Ave,New York County,L,71.56505119
1233437,Dyckman Street,Sherman Ave,New York County,L,70.06746344
1233438,Dyckman Street,Sherman Ave,New York County,L,70.06746344
1233473,Dyckman Street,Nagle Ave,New York County,R,70.01689347
1233491,Dyckman Street,Post Ave,New York County,R,69.66853287
1233492,Dyckman Street,Post Ave,New York County,R,69.66853287
1233493,Dyckman Street,Post Ave,New York County,R,69.66853287
1233497,Dyckman Street,Sherman Ave,New York County,R,69.83930155
1233498,Dyckman Street,Sherman Ave,New York County,R,69.83930155
1233505,Dyckman Street,Vermilyea Ave,New York County,R,69.75154264
1233520,Dyckman Street,Vermilyea Ave,New York County,R,69.75154264
1233522,116th Street,Park Ave,New York County,R,35.77607771
1233528,116th Street,Lexington Ave,New York County,R,35.77607771
1233561,Second Avenue,E 116th St,New York County,L,-67.01785231
1233562,116th Street,Park Ave,New York County,L,36.86989765
1233563,116th Street,Park Ave,New York County,L,36.86989765
1233583,116th Street,Lexington Ave,New York County,L,36.32682596
1233584,116th Street,Lexington Ave,New York County,L,36.32682596
1233585,116th Street,Lexington Ave,New York County,L,36.32682596
1233637,St Nicholas Avenue,W 182nd St,New York County,R,-67.35087265
1233638,St Nicholas Avenue,W 182nd St,New York County,R,-67.35087265
1233642,St Nicholas Avenue,W 181st St,New York County,R,-67.00069835
1233643,St Nicholas Avenue,W 181st St,New York County,R,-67.00069835
1233644,St Nicholas Avenue,W 181st St,New York County,R,-67.00069835
1233645,St Nicholas Avenue,W 181st St,New York County,R,-67.00069835
1233651,St Nicholas Avenue,W 180th St,New York County,R,-67.00069835
1233652,St Nicholas Avenue,W 180th St,New York County,R,-67.00069835
1233653,St Nicholas Avenue,W 180th St,New York County,R,-67.00069835
1233658,St Nicholas Avenue,W 179th St,New York County,R,-67.4964715
1233659,St Nicholas Avenue,W 179th St,New York County,R,-67.4964715
1233661,St Nicholas Avenue,W 183rd St,New York County,L,-67.24902366
1233662,St Nicholas Avenue,W 183rd St,New York County,,-67.24902366
1233667,St Nicholas Avenue,W 182nd St,New York County,L,-66.68906497
1233668,St Nicholas Avenue,W 182nd St,New York County,L,-66.68906497
1233672,St Nicholas Avenue,W 181st St,New York County,L,-67.41614748
1233675,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233676,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233677,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233678,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233679,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233680,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233681,St Nicholas Avenue,W 180th St,New York County,L,-67.08309738
1233686,St Nicholas Avenue,W 179th St,New York County,L,-66.91486633
1233687,St Nicholas Avenue,W 179th St,New York County,L,-66.91486633
1233689,St Nicholas Avenue,W 182nd St,New York County,L,-66.68906497
1233690,St Nicholas Avenue,W 182nd St,New York County,L,-66.68906497
1233691,St Nicholas Avenue,W 183rd St,New York County,R,-67.00069835
1233693,St Nicholas Avenue,W 182nd St,New York County,L,-66.68906497
1233699,St Nicholas Avenue,W 179th St,New York County,R,-67.4964715
1233714,Third Avenue,E 105th St,New York County,R,-67.32591193
1233715,Third Avenue,E 105th St,New York County,R,-67.32591193
